,Score,Rating,Total_shot,Woodwork,Shot_onTarget,Shot_offTarget,Shot_blocked,Possession,Touches,Pass%,Total_pass,Acc_pass,Key_pass,Dribble_won,Dribble_att,Dribbled_past,Dribble%,Aerial_won,Aerial_won%,Off_aerial,Def_aerial,Succ_Tack,Tack_att,Was_dribbled,Tack%,Clearance,Intercept,Corner,Corner%,Disposs,Err,Foul,Offside,W,D,L,Result
135,0,-0.16999999999999993,-14,0,-4,1,-11,15.0,153,6,142,149,-9,-1,-4,1,9,-11,-44,-5,5,-6,-5,1,-10,-1,-7,-1,7,9,-1,-9,0,0,1,0,D
136,-2,-0.5099999999999998,-3,0,-2,3,-4,-26.599999999999994,-304,-12,-301,-303,-1,3,3,-3,6,5,14,11,-11,3,0,-3,13,-4,2,-1,-10,-3,1,-1,1,0,0,1,L
137,-1,-0.6500000000000004,-20,0,-2,-8,-10,-5.400000000000006,-48,-1,-32,-27,-15,-3,1,3,-19,-3,-6,-5,5,-11,-8,3,-22,4,-4,-4,-56,7,2,0,2,0,0,1,L
138,0,0.019999999999999574,2,0,1,1,0,-5.400000000000006,-84,-3,-68,-63,1,9,4,-9,37,-2,-6,8,-8,11,2,-9,31,-16,-5,3,-40,-6,1,1,-1,0,1,0,D
139,2,0.9699999999999998,14,-1,5,8,1,17.0,161,5,147,145,8,3,2,-3,6,8,40,6,-6,6,3,-3,14,-14,0,5,-12,-5,-1,3,2,1,0,0,W
140,0,0.019999999999999574,27,1,8,7,12,10.799999999999997,104,6,104,126,19,-6,-3,6,-22,5,20,17,-17,-2,4,6,-15,-13,4,11,42,-1,-1,10,2,0,1,0,D
141,1,0.41999999999999993,9,0,-1,6,4,-15.0,-113,-2,-144,-118,6,-1,0,1,-5,-4,-8,-2,2,-1,0,1,-3,13,1,4,38,0,-1,5,-1,1,0,0,W
142,2,0.6599999999999993,15,0,9,2,4,-14.599999999999994,-130,-1,-125,-103,11,9,10,-9,13,-3,-12,1,-1,-4,-13,-9,12,-3,0,3,-30,3,0,-4,-4,1,0,0,W
143,1,0.6900000000000004,7,0,1,2,4,17.599999999999994,165,13,132,147,7,-2,-3,2,-2,-1,-2,-7,7,4,6,2,0,15,-4,0,57,-3,-1,0,-1,1,0,0,W
144,0,0.03000000000000025,-1,0,-1,0,0,-21.0,-218,-12,-194,-203,1,3,8,-3,-11,1,2,-9,9,2,-1,-3,11,7,0,0,0,-7,0,1,-1,0,1,0,D
145,-1,-0.5199999999999996,-4,-1,-2,-3,1,-40.800000000000004,-417,-20,-417,-417,3,1,-1,-1,15,-6,-14,18,-18,0,-1,-1,3,4,6,1,47,2,4,4,-1,0,0,1,L
146,-2,-0.8300000000000001,11,1,0,3,8,52.0,494,24,484,485,8,0,0,0,0,-4,-16,4,-4,-4,-4,0,-6,-38,-4,8,-22,4,1,-3,-1,0,0,1,L
147,0,-0.009999999999999787,-10,0,-4,-2,-4,14.0,131,3,126,111,-8,4,2,-4,16,5,12,-3,3,2,-2,-4,14,-9,-3,-2,33,0,3,-7,-1,0,1,0,D
148,-1,-0.41000000000000014,3,1,-1,4,0,-7.799999999999997,-72,-5,-85,-90,3,-11,-11,11,-18,-1,-2,3,-3,0,11,11,-23,-9,10,4,0,0,0,-12,0,0,0,1,L
149,1,0.29000000000000004,-3,0,1,0,-4,14.599999999999994,175,4,165,168,-3,6,11,-6,-1,1,6,1,-1,-7,-13,-6,5,-11,0,1,-27,2,1,-9,1,1,0,0,W
150,2,0.4899999999999993,-16,0,-3,-4,-9,-31.199999999999996,-268,-8,-287,-272,-14,-6,-1,6,-25,2,5,0,0,2,8,6,-7,7,1,-3,-80,-7,0,1,1,1,0,0,W
151,0,-0.040000000000000036,-2,0,1,-3,0,-22.0,-210,-13,-201,-204,-2,3,4,-3,5,-10,-18,16,-16,4,1,-3,11,-3,0,-1,-55,-5,0,-1,0,0,1,0,D
152,0,0.009999999999999787,4,2,3,2,-1,-2.0,-13,1,-38,-23,4,-5,-7,5,-14,-2,-8,4,-4,6,11,5,-9,-12,4,5,-19,-4,0,6,3,0,1,0,D
153,1,0.39000000000000057,16,1,6,6,4,-9.0,-97,-4,-104,-98,13,-4,-6,4,1,-2,-4,26,-26,-3,1,4,-12,-11,5,5,5,5,-2,-1,1,1,0,0,W
154,1,0.21999999999999975,-7,0,-2,-5,0,-3.200000000000003,-36,-3,-33,-41,-7,-8,-11,8,-19,5,34,5,-5,2,10,8,-20,-7,4,4,4,1,0,-4,1,1,0,0,W
155,-1,-0.3100000000000005,-12,-1,-7,4,-9,-23.400000000000006,-228,-14,-232,-242,-7,-1,-13,1,25,8,22,14,-14,18,19,1,24,0,3,-4,-17,-6,0,6,-3,0,0,1,L
156,-1,-0.45999999999999996,4,0,0,3,1,-16.400000000000006,-152,-9,-163,-159,1,-4,-4,4,-12,-4,-8,6,-6,4,8,4,-7,-11,10,5,-3,-4,0,-1,-1,0,0,1,L
157,2,0.75,9,0,5,-1,5,24.400000000000006,192,5,196,184,9,1,-2,-1,16,-2,-8,-10,10,1,0,-1,4,-4,8,4,-67,2,-1,-6,2,1,0,0,W
158,0,0.009999999999999787,-8,0,-3,-3,-2,-18.400000000000006,-149,-7,-148,-141,-6,-1,0,1,-6,-16,-34,10,-10,5,6,1,5,14,8,-6,62,-6,0,-2,-5,0,1,0,D
159,-1,-0.33999999999999986,7,1,-2,4,5,1.2000000000000028,1,-1,-13,-13,4,-11,-16,11,3,6,12,9,-9,1,12,11,-19,-7,1,4,-29,4,-1,-3,1,0,0,1,L
160,2,1.0,-2,1,-1,-1,0,-9.400000000000006,-35,-7,-61,-62,-3,2,2,-2,10,5,8,-1,1,9,7,-2,15,18,-1,-1,-17,-9,0,-2,-1,1,0,0,W
161,0,-0.20000000000000018,0,0,2,1,-3,-9.0,-80,-2,-99,-92,-2,7,14,-7,3,-4,-10,4,-4,-15,-22,-7,-4,-13,1,5,-50,8,0,-5,-1,0,1,0,D
162,0,0.21999999999999975,10,0,4,3,3,4.799999999999997,50,4,44,54,10,10,16,-10,-12,2,6,-4,4,-3,-13,-10,13,2,4,-1,-25,-3,1,3,-1,0,1,0,D
163,1,0.35000000000000053,-1,-1,-1,0,0,0.5999999999999943,-7,-3,7,-7,-1,1,0,-1,6,7,28,1,-1,-3,-4,-1,-3,9,9,-3,0,4,0,4,-1,1,0,0,W
164,0,0.08999999999999986,4,0,1,0,3,15.799999999999997,170,10,133,134,2,6,10,-6,8,0,0,-20,20,-4,-10,-6,11,10,-8,-5,-6,0,0,-13,-2,0,1,0,D
165,3,0.8200000000000003,16,1,14,1,1,31.599999999999994,349,12,352,362,17,8,7,-8,18,3,28,-1,1,1,-7,-8,18,-15,-1,4,-25,0,1,5,2,1,0,0,W
166,-1,-0.3099999999999996,5,0,1,2,2,9.799999999999997,69,7,55,63,0,-2,-3,2,-2,4,6,4,-4,10,12,2,8,9,-5,2,0,-9,0,-4,0,0,0,1,L
167,1,0.22000000000000064,8,0,4,2,2,25.400000000000006,235,10,249,244,5,-3,-5,3,-2,6,10,-18,18,-7,-4,3,-18,-8,-7,3,14,9,1,9,-2,1,0,0,W
168,1,0.5600000000000005,7,0,0,3,4,21.200000000000003,150,11,142,151,8,-3,-10,3,17,2,6,0,0,13,16,3,10,-17,0,8,44,-6,0,-1,0,1,0,0,W
169,1,0.5699999999999994,-2,3,-2,2,-2,36.800000000000004,293,17,282,272,6,5,6,-5,9,11,36,-9,9,-7,-12,-5,-1,-1,-3,3,19,6,1,-1,2,1,0,0,W
170,3,1.0499999999999998,7,1,5,-2,4,26.0,251,14,233,235,9,12,12,-12,29,-10,-30,-6,6,-1,-13,-12,27,1,-4,1,30,1,-1,-1,1,1,0,0,W
171,-1,-0.6200000000000001,2,0,-4,5,1,9.599999999999994,94,4,79,87,-1,4,7,-4,-5,-2,-6,-4,4,-8,-12,-4,-1,-14,-3,3,-6,5,0,1,1,0,0,1,L
172,-1,-0.4900000000000002,0,1,-3,1,2,-16.799999999999997,-149,-11,-126,-139,1,-6,-7,6,-19,0,0,8,-8,9,15,6,-5,5,-5,-4,100,-8,0,8,0,0,0,1,L
173,0,-0.0699999999999994,-4,-1,0,-4,0,-8.200000000000003,-59,-2,-63,-61,-2,-1,2,1,-14,0,0,-14,14,-5,-4,1,-12,9,2,-1,50,2,0,1,1,0,1,0,D
174,0,-0.35000000000000053,-12,1,0,-7,-5,-33.199999999999996,-287,-17,-283,-281,-12,-12,-13,12,-26,-12,-34,8,-8,-1,11,12,-32,8,4,-3,50,2,0,-9,3,0,1,0,D
175,0,0.04999999999999982,10,0,0,5,5,22.200000000000003,166,13,149,141,9,3,6,-3,0,-5,-8,3,-3,-3,-6,-3,6,-21,1,2,0,0,0,-6,-2,0,1,0,D
176,2,0.7200000000000006,6,1,4,2,0,27.599999999999994,244,21,210,226,4,2,1,-2,7,9,20,-9,9,-4,-6,-2,-1,-5,-10,5,60,5,0,-5,5,1,0,0,W
177,1,0.20999999999999996,2,0,4,-1,-1,-1.2000000000000028,-1,1,4,6,5,-2,-3,2,-2,-8,-24,-12,12,-6,-4,2,-13,10,1,0,33,7,0,-3,1,1,0,0,W
178,2,0.7300000000000004,2,0,3,-2,1,8.0,73,3,72,72,-2,2,9,-2,-10,-2,-4,-2,2,-4,-6,-2,2,7,-5,0,0,-3,-1,3,-1,1,0,0,W
179,2,0.7999999999999998,7,0,4,2,1,6.200000000000003,96,2,59,60,9,4,6,-4,-1,14,50,2,-2,3,-1,-4,11,-13,0,1,42,-5,2,-3,1,1,0,0,W
180,1,0.5600000000000005,-3,0,-2,0,-1,-12.799999999999997,-86,-3,-91,-77,1,-3,3,3,-30,-3,-6,9,-9,-1,2,3,-10,-10,1,-5,7,-5,0,-5,0,1,0,0,W
181,0,0.009999999999999787,-7,-1,0,-7,0,-12.200000000000003,-123,-8,-110,-131,-7,-3,-9,3,13,-5,-18,1,-1,5,8,3,2,15,-4,-7,-50,1,-1,-6,-1,0,1,0,D
182,3,1.0899999999999999,5,0,0,3,2,25.200000000000003,222,13,209,208,3,8,13,-8,-16,12,28,-12,12,-4,-12,-8,3,-2,1,2,33,-1,1,-4,0,1,0,0,W
183,-3,-1.1799999999999997,-4,0,-4,1,-1,-12.400000000000006,-137,-2,-156,-140,-5,-1,1,1,-13,-2,-8,18,-18,-6,-5,1,-17,-10,5,0,0,4,0,2,-7,0,0,1,L
184,-2,-0.9899999999999993,-1,0,-5,2,2,-23.0,-194,-13,-181,-182,1,-6,-7,6,-15,-5,-20,17,-17,-2,4,6,-22,-7,-3,3,-25,3,3,6,0,0,0,1,L
185,0,0.1299999999999999,4,0,3,-1,2,32.400000000000006,247,19,247,247,1,1,-1,-1,11,11,20,-9,9,-3,-4,-1,-1,-10,-4,4,-60,5,-1,-9,-5,0,1,0,D
186,0,0.0,17,0,4,11,2,26.599999999999994,236,6,232,227,10,2,-1,-2,14,5,18,-3,3,8,6,-2,20,-20,-7,8,-44,-5,0,7,2,0,1,0,D
187,2,0.6100000000000003,-5,-1,1,-5,-1,-28.599999999999994,-215,-14,-220,-211,-2,-5,1,5,-37,-10,-20,-8,8,-6,-1,5,-21,22,9,1,42,0,0,0,3,1,0,0,W
188,2,0.6899999999999995,7,0,2,3,2,-1.5999999999999943,-24,-4,-17,-24,5,3,-1,-3,24,5,10,-7,7,10,7,-3,26,-7,-5,5,-7,-6,0,-2,0,1,0,0,W
189,1,0.41999999999999993,0,0,-1,1,0,13.200000000000003,133,5,121,117,-2,3,0,-3,30,-4,-10,-6,6,2,-1,-3,15,2,-1,-3,18,1,0,-9,2,1,0,0,W
190,0,-0.16000000000000014,-6,0,2,-4,-4,-2.799999999999997,-19,-2,-14,-15,-3,-3,-4,3,-11,-3,-4,-5,5,5,8,3,-5,-3,-3,0,-50,-4,1,3,3,0,1,0,D
191,-1,-0.6900000000000004,1,0,-6,5,2,-10.0,-85,-5,-94,-94,0,-3,3,3,-24,-17,-38,-5,5,-8,-5,3,-18,-10,0,0,-33,2,0,-1,-2,0,0,1,L
192,1,0.40999999999999925,0,1,2,0,-2,-14.599999999999994,-125,-4,-116,-111,-2,-4,-8,4,5,4,12,-2,2,6,10,4,0,2,1,-1,15,-2,0,6,0,1,0,0,W
193,-1,-0.75,0,0,4,-2,-2,-9.400000000000006,-97,-3,-95,-89,-2,-3,8,3,-37,-10,-26,26,-26,-13,-10,3,-23,-22,5,1,-13,2,0,1,2,0,0,1,L
194,-1,-0.2400000000000002,6,0,3,4,-1,17.400000000000006,133,7,115,106,7,5,1,-5,23,-6,-14,4,-4,9,4,-5,22,-21,-2,4,67,-5,0,-3,3,0,0,1,L
195,0,-0.1299999999999999,-10,0,-1,-8,-1,25.200000000000003,199,12,200,193,-7,-3,-2,3,-17,0,0,-14,14,-5,-2,3,-17,-1,-1,-1,35,4,1,-12,-1,0,1,0,D
196,1,0.5,16,0,5,7,4,22.0,200,8,192,196,15,-1,6,1,-22,7,24,1,-1,0,1,1,-2,7,-1,1,10,-7,0,-4,-1,1,0,0,W
197,0,0.020000000000000462,2,0,0,2,0,-3.799999999999997,-30,-1,-36,-31,1,4,6,-4,6,2,4,0,0,2,-2,-4,13,1,-6,3,50,-4,1,7,-2,0,1,0,D
198,-2,-0.8600000000000003,12,0,2,4,6,16.0,91,10,94,91,5,-1,-6,1,19,3,4,41,-41,-11,-10,1,-17,-43,2,6,-10,16,0,-1,0,0,0,1,L
199,0,0.16999999999999993,9,0,4,4,1,25.799999999999997,229,7,233,227,8,3,8,-3,-11,4,14,-2,2,-3,-6,-3,3,-26,3,5,22,-2,0,-6,1,0,1,0,D
200,0,-0.28999999999999915,-5,-1,0,-3,-2,7.200000000000003,47,7,54,59,-7,-8,-12,8,-4,-13,-20,-17,17,7,15,8,-8,1,-4,0,34,-3,-1,11,3,0,1,0,D
201,-2,-0.6400000000000006,7,0,0,3,4,-0.5999999999999943,-15,3,-21,-7,3,8,8,-8,15,-4,-28,8,-8,-2,-10,-8,15,-10,-5,4,-60,2,0,0,-3,0,0,1,L
202,-1,-0.5500000000000007,0,-1,0,1,-1,5.599999999999994,23,5,37,33,1,-3,-5,3,-1,9,12,1,-1,-2,1,3,-13,3,-3,-5,8,4,-1,1,-4,0,0,1,L
203,4,1.3099999999999996,6,0,7,-1,0,-22.599999999999994,-181,-15,-167,-165,1,-4,-7,4,6,4,12,14,-14,8,12,4,6,1,3,-1,-4,-5,0,8,-6,1,0,0,W
204,-2,-0.8499999999999996,-4,-1,-1,-3,0,-3.4000000000000057,-54,-4,-46,-56,-5,-1,-3,1,4,-6,-18,0,0,-5,-4,1,-8,-5,-7,3,-15,7,-1,-7,0,0,0,1,L
205,2,0.7999999999999998,6,-1,5,1,0,9.0,77,7,66,74,5,0,3,0,-10,4,8,4,-4,-3,-3,0,-3,2,0,3,75,0,-1,2,0,1,0,0,W
206,-1,-0.3799999999999999,16,0,8,9,-1,17.599999999999994,126,11,124,138,10,-7,-9,7,-10,-4,-14,10,-10,-2,5,7,-21,-21,3,5,6,4,-1,3,3,0,0,1,L
207,3,0.96,-5,0,0,-5,0,-8.400000000000006,-65,-1,-73,-59,-6,-2,0,2,-15,9,24,-1,1,-6,-4,2,-13,15,-2,-3,-80,4,0,-7,-2,1,0,0,W
208,1,0.6200000000000001,1,0,3,1,-3,-28.199999999999996,-246,-9,-255,-248,4,3,3,-3,14,4,10,10,-10,3,0,-3,19,2,4,2,25,-3,0,5,1,1,0,0,W
209,2,0.47000000000000064,0,0,-3,1,2,-31.0,-311,-12,-323,-327,0,-6,-12,6,15,-9,-48,7,-7,2,8,6,-12,4,0,-1,67,4,0,-4,-1,1,0,0,W
210,5,1.7799999999999994,17,1,8,4,5,23.0,239,8,236,238,11,-6,-6,6,-11,14,54,-16,16,4,10,6,-5,-9,1,5,21,-4,0,0,1,1,0,0,W
211,0,-0.11999999999999922,-1,0,6,-5,-2,13.0,108,8,112,123,0,3,7,-3,-14,-11,-40,-9,9,0,-3,-3,11,-4,-8,-2,-17,-4,1,2,3,0,1,0,D
212,4,1.33,9,0,8,1,0,23.799999999999997,249,6,258,243,5,12,14,-12,16,6,22,-4,4,-1,-13,-12,20,-2,-6,3,0,-1,0,-5,0,1,0,0,W
213,1,0.4299999999999997,17,1,8,3,6,30.0,316,12,307,317,12,-2,-3,2,-2,2,12,8,-8,5,7,2,4,-11,-1,3,39,-4,0,3,2,1,0,0,W
214,2,0.7300000000000004,-1,1,3,0,-4,-24.799999999999997,-259,-15,-213,-229,3,-7,-10,7,-13,10,28,18,-18,8,15,7,-9,0,-1,-2,75,-5,1,15,-1,1,0,0,W
215,2,0.5099999999999998,-1,0,3,-4,0,-2.200000000000003,-17,3,-25,-8,-5,-8,-12,8,-10,1,2,7,-7,2,10,8,-21,-6,1,3,-61,2,0,-4,3,1,0,0,W
216,0,-0.11000000000000032,-1,1,-4,2,1,-5.200000000000003,-12,-3,-48,-45,-1,4,8,-4,-4,-12,-28,0,0,-9,-13,-4,0,-8,-6,-2,-25,5,0,-3,2,0,1,0,D
217,3,1.1100000000000003,16,0,7,4,5,17.799999999999997,171,5,148,141,13,-1,9,1,-27,-10,-28,6,-6,-4,-3,1,-7,-9,0,2,-27,-6,0,-13,0,1,0,0,W
218,-1,-0.1899999999999995,4,0,-1,3,2,17.0,109,12,93,98,6,4,11,-4,-16,4,8,4,-4,-14,-18,-4,-5,-17,1,5,-57,7,2,-2,-1,0,0,1,L
219,2,0.75,-2,0,1,-3,0,-13.0,-89,-10,-83,-88,1,3,5,-3,5,6,10,0,0,0,-3,-3,10,14,-3,-1,50,-2,-1,11,3,1,0,0,W
220,0,0.25,4,-1,1,4,-1,-12.200000000000003,-135,-7,-114,-126,4,3,1,-3,19,2,6,10,-10,9,6,-3,29,2,0,-2,50,-7,1,6,0,0,1,0,D
221,-3,-0.9699999999999998,2,0,0,-1,3,-3.4000000000000057,-38,-1,-38,-34,0,3,7,-3,-7,8,22,-6,6,-3,-6,-3,4,1,-6,2,5,-1,0,3,3,0,0,1,L
222,2,0.9699999999999998,11,1,3,4,4,21.0,205,14,189,211,8,5,10,-5,-2,4,16,4,-4,2,-3,-5,14,-1,3,-4,0,-7,0,4,0,1,0,0,W
223,-1,-0.4900000000000002,-2,-1,-2,3,-3,-53.599999999999994,-529,-25,-502,-486,-5,-15,-15,15,-42,-8,-36,8,-8,-1,14,15,-40,10,14,-6,-50,1,-1,1,0,0,0,1,L
224,-2,-0.46999999999999975,-2,0,-3,1,0,5.799999999999997,59,5,47,50,0,1,1,-1,2,2,4,-6,6,6,5,-1,13,-4,-1,-1,17,-6,2,-4,5,0,0,1,L
225,2,0.7599999999999998,0,0,0,-1,1,-10.0,-76,-1,-72,-64,0,0,-6,0,29,-14,-46,-2,2,9,9,0,18,9,1,0,0,-3,0,5,2,1,0,0,W
226,0,-0.08999999999999986,10,1,4,5,1,6.0,70,6,32,40,9,0,5,0,-15,-8,-14,10,-10,-7,-7,0,-9,-14,1,4,-27,2,0,-1,1,0,1,0,D
227,3,1.0300000000000002,8,0,2,1,5,2.799999999999997,12,-1,10,5,4,0,-7,0,41,-14,-32,-2,2,5,5,0,9,-1,-8,4,17,2,0,-1,2,1,0,0,W
228,1,0.09999999999999964,4,-1,0,2,2,-7.200000000000003,-64,-1,-88,-70,-1,0,3,0,-8,-3,-8,19,-19,-5,-5,0,-9,-15,0,2,-67,2,0,-8,-2,1,0,0,W
229,2,0.7399999999999993,26,0,13,9,4,31.199999999999996,263,13,269,268,18,-3,-9,3,17,3,12,1,-1,5,8,3,4,-15,0,5,-33,1,0,4,-4,1,0,0,W
230,2,0.05999999999999961,5,-2,1,-1,5,1.0,-26,0,3,0,3,-10,-12,10,-27,-11,-34,3,-3,4,14,10,-25,-12,-6,9,-45,-2,0,11,6,1,0,0,W
231,0,-0.05999999999999961,4,0,3,-3,4,16.599999999999994,146,9,138,154,4,0,-1,0,4,2,6,4,-4,-5,-5,0,-9,-6,-6,8,-12,6,-2,-5,0,0,1,0,D
232,1,0.1899999999999995,16,1,6,9,1,3.799999999999997,32,4,20,36,12,5,8,-5,-2,-2,-5,12,-12,-4,-9,-5,7,-20,-3,7,29,1,0,1,-2,1,0,0,W
233,-2,-0.8400000000000007,-9,0,-3,-3,-3,-24.200000000000003,-194,-10,-186,-194,-9,4,3,-4,17,-2,-10,-2,2,1,-3,-4,16,8,4,-2,-80,0,0,-2,-1,0,0,1,L
234,0,-0.040000000000000036,7,0,1,5,1,-49.0,-474,-24,-489,-482,4,-4,-9,4,13,1,2,27,-27,2,6,4,-6,2,13,1,17,3,0,7,-1,0,1,0,D
235,0,-0.16000000000000014,-5,0,0,-7,2,16.400000000000006,130,7,132,122,-4,3,4,-3,7,-6,-14,-20,20,-2,-5,-3,7,3,-7,-1,-24,1,1,-2,1,0,1,0,D
236,3,1.0200000000000005,16,0,4,4,8,40.800000000000004,461,12,459,460,18,1,8,-1,-19,1,8,7,-7,-1,-2,-1,1,-14,-7,11,55,-6,0,2,2,1,0,0,W
237,0,0.16000000000000014,0,-1,0,0,0,25.0,232,9,222,221,-3,6,7,-6,13,4,10,-20,20,-1,-7,-6,14,-3,-5,0,-33,0,0,-9,-1,0,1,0,D
238,2,0.6400000000000006,13,0,3,8,2,-21.400000000000006,-184,-9,-176,-168,7,-8,-8,8,-19,-16,-40,16,-16,8,16,8,-8,-7,1,3,67,-8,-1,1,0,1,0,0,W
239,0,0.0600000000000005,-5,-1,-2,-1,-2,22.599999999999994,181,16,153,161,-4,10,15,-10,12,6,18,-4,4,-12,-22,-10,12,-4,2,-1,27,7,-1,-17,2,0,1,0,D
240,2,0.7000000000000002,1,0,0,0,1,1.7999999999999972,18,1,3,9,0,3,3,-3,6,0,0,-2,2,1,-2,-3,10,-10,5,0,33,-1,-1,-1,0,1,0,0,W
241,2,0.9900000000000002,11,0,4,4,3,9.200000000000003,108,4,88,91,5,6,17,-6,-18,8,34,-2,2,-5,-11,-6,8,0,2,2,60,-6,-1,0,0,1,0,0,W
242,0,0.3100000000000005,13,1,2,14,-3,32.599999999999994,358,14,304,325,12,8,10,-8,-5,2,8,-2,2,1,-7,-8,21,-9,-3,1,100,-3,0,1,-1,0,1,0,D
243,2,0.8500000000000005,1,0,3,4,-6,-47.400000000000006,-424,-24,-427,-431,-3,1,-6,-1,23,1,4,5,-5,4,3,-1,8,11,7,-1,75,3,-2,10,0,1,0,0,W
244,-1,-0.33999999999999986,4,1,-3,6,1,1.4000000000000057,1,0,-12,-11,2,1,3,-1,-7,10,30,8,-8,-5,-6,-1,-8,-10,-3,0,-14,2,0,2,0,0,0,1,L
245,2,0.9000000000000004,-2,0,0,-1,-1,-24.0,-227,-8,-223,-226,0,5,6,-5,17,4,22,4,-4,0,-5,-5,16,2,-2,-2,0,-1,-3,0,2,1,0,0,W
246,2,0.75,4,0,1,2,1,-21.200000000000003,-197,-12,-181,-179,5,-8,-8,8,-23,-1,-2,19,-19,3,11,8,-17,-5,0,1,13,-3,-1,2,0,1,0,0,W
247,2,0.5099999999999998,7,1,3,6,-2,16.799999999999997,148,12,111,118,7,0,0,0,0,-2,-4,2,-2,-2,-2,0,-4,-6,-3,4,60,2,1,-4,-1,1,0,0,W
248,-1,-0.2999999999999998,-7,-1,0,-5,-2,3.799999999999997,62,2,36,36,-2,0,4,0,-18,9,30,-9,9,2,2,0,4,10,2,-3,-29,-6,0,-16,0,0,0,1,L
249,2,0.8199999999999994,8,0,4,0,4,-0.5999999999999943,23,4,-2,16,11,11,12,-11,17,16,36,0,0,0,-11,-11,26,-5,0,7,22,-1,0,-3,1,1,0,0,W
250,0,0.10000000000000053,5,0,0,1,4,6.0,65,3,48,51,6,6,6,-6,12,-4,-8,10,-10,-3,-9,-6,8,-7,3,5,47,3,0,0,-3,0,1,0,D
251,1,0.2400000000000002,-9,-1,-3,-8,2,-26.200000000000003,-263,-13,-219,-238,-9,-8,-10,8,-21,-4,-14,6,-6,1,9,8,-19,9,0,0,-25,1,0,6,3,1,0,0,W
252,-2,-0.9099999999999993,7,1,-4,6,5,18.799999999999997,134,6,153,149,3,-4,-4,4,-12,-1,-4,13,-13,5,9,4,-3,-21,-6,1,-17,-5,1,3,-2,0,0,1,L
253,3,0.8999999999999995,4,0,2,2,0,21.400000000000006,260,8,255,259,1,11,19,-11,-2,-2,-12,4,-4,-15,-26,-11,7,-3,-3,0,100,7,0,4,-2,1,0,0,W
254,-2,-0.3600000000000003,4,2,-6,9,1,19.799999999999997,187,9,170,181,3,7,7,-7,14,-6,-20,18,-18,6,-1,-7,24,-16,-1,6,0,-6,0,3,1,0,0,1,L
255,0,0.2400000000000002,-7,0,-2,-2,-3,-11.599999999999994,-94,-2,-114,-112,-5,13,14,-13,37,-3,-10,5,-5,2,-11,-13,36,5,6,-2,17,-3,0,0,3,0,1,0,D
256,1,0.33000000000000007,-4,0,-2,-2,0,1.5999999999999943,-5,-4,3,-9,-2,0,-1,0,6,0,0,7,-7,-6,-6,0,-11,-3,-1,5,8,7,1,7,-2,1,0,0,W
257,3,0.9299999999999997,7,1,4,3,0,-9.599999999999994,-73,-3,-75,-65,7,-8,0,8,-54,2,4,0,0,-7,1,8,-35,3,-1,-1,54,-1,-2,5,2,1,0,0,W
258,-3,-1.1399999999999997,1,0,-3,3,1,34.800000000000004,323,20,302,316,8,-3,1,3,-39,-2,-4,-4,4,-18,-15,3,-34,-26,-3,2,30,14,1,-7,-1,0,0,1,L
259,0,-0.13999999999999968,-1,1,-1,1,-1,-7.799999999999997,-73,-6,-66,-68,-2,-7,-9,7,-6,3,8,9,-9,-4,3,7,-22,-6,-1,2,-20,6,0,-1,-1,0,1,0,D
260,4,1.1000000000000005,6,0,4,0,2,-14.599999999999994,-128,-2,-134,-122,5,-5,-3,5,-17,4,18,-2,2,1,6,5,-9,6,1,-4,71,-3,0,5,5,1,0,0,W
261,-1,-0.5099999999999998,-4,0,-2,0,-2,-23.599999999999994,-194,-17,-192,-199,-9,-4,2,4,-53,-19,-42,21,-21,-5,-1,4,-25,-4,0,-1,-35,-1,-2,-4,3,0,0,1,L
262,2,0.6999999999999993,7,1,2,4,1,13.799999999999997,134,6,127,126,2,-1,4,1,-41,3,6,-7,7,-8,-7,1,-24,-6,-3,1,-67,3,0,-8,2,1,0,0,W
263,1,0.5099999999999998,1,0,1,-1,1,13.0,139,10,100,113,1,7,7,-7,30,3,5,-6,7,1,-6,-7,26,-4,0,0,0,-2,-1,-6,9,1,0,0,W
264,1,0.41000000000000014,0,0,-2,-2,4,3.799999999999997,43,0,27,22,-2,6,6,-6,14,7,20,3,-3,3,-3,-6,22,-17,-3,-1,-18,-3,-1,-6,3,1,0,0,W
265,0,-0.20000000000000018,3,0,0,3,0,-6.0,-57,-7,-51,-53,1,0,-5,0,27,-21,-32,9,-9,-3,-3,0,-7,-11,5,-2,-17,8,0,4,-3,0,1,0,D
266,1,0.11000000000000032,-7,0,2,-2,-7,-23.0,-163,-10,-179,-182,-4,3,0,-3,23,-7,-22,7,-7,-7,-10,-3,-1,10,-3,-5,0,10,0,-1,-1,1,0,0,W
267,3,1.4000000000000004,-2,0,5,-4,-3,-2.5999999999999943,-28,-4,-9,-23,-3,3,-2,-3,25,6,28,0,0,16,13,-3,29,15,-1,-4,17,-11,-1,-5,1,1,0,0,W
268,-1,-0.4899999999999993,4,-1,1,2,1,30.400000000000006,250,16,236,243,2,0,2,0,-12,-6,-20,8,-8,-9,-9,0,-16,-10,-9,4,4,7,0,3,-2,0,0,1,L
269,0,-0.1200000000000001,-6,-1,-4,-7,5,-0.7999999999999972,-6,-3,-15,-25,-4,6,7,-6,10,-10,-26,4,-4,-6,-12,-6,6,-4,1,4,-27,5,1,-1,1,0,1,0,D
